id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
shake-n-bake-original-chicken-seasoned-coating-mix-box,Shake 'n Bake Original Chicken Seasoned Coating Mix Box,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Shake 'n Bake, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
shake-n-bake-extra-crispy-seasoned-bread-crumbs,Shake 'n Bake Extra Crispy Seasoned Bread Crumbs,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Shake 'n Bake, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
healthy-choice,Healthy Choice,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
healthy-choice-simply-steamers-grilled-chicken-broccoli-alfredo,Healthy Choice Simply Steamers Grilled Chicken & Broccoli Alfredo,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Healthy Choice, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
healthy-choice-cafe-steamers-beef-merlot-frozen-meal,Healthy Choice Cafe Steamers Beef Merlot Frozen Meal,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Healthy Choice, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
healthy-choice-power-bowls-korean-inspired-beef,Healthy Choice Power Bowls Korean Inspired Beef,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Healthy Choice, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
marie-callenders,Marie Callender's,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
marie-callenders-chicken-pot-pie-frozen-entree-16oz,Marie Callender's Chicken Pot Pie Frozen Entree 16oz,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Marie Callender's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
marie-callenders-dutch-apple-pie-frozen-dessert,Marie Callender's Dutch Apple Pie Frozen Dessert,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Marie Callender's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
marie-callenders-beef-pot-pie-frozen-meal,Marie Callender's Beef Pot Pie Frozen Meal,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Marie Callender's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
banquet,Banquet,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
banquet-salisbury-steak-frozen-meal-1188oz,Banquet Salisbury Steak Frozen Meal 11.88oz,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Banquet, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
banquet-original-crispy-fried-chicken-assorted-pieces-frozen-box,Banquet Original Crispy Fried Chicken Assorted Pieces Frozen Box,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Banquet, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
banquet-mega-bowls-nashville-hot-fried-chicken,Banquet Mega Bowls Nashville Hot Fried Chicken,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Banquet, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
birds-eye,Birds Eye,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
birds-eye-steamfresh-sweet-corn-10oz-frozen-veggies,Birds Eye Steamfresh Sweet Corn 10oz Frozen Veggies,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Birds Eye, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
birds-eye-voila-garlic-chicken-frozen-skillet-meal,Birds Eye Voila! Garlic Chicken Frozen Skillet Meal,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Birds Eye, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
birds-eye-steamfresh-cut-green-beans,Birds Eye Steamfresh Cut Green Beans,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Birds Eye, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
gardein,Gardein,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
gardein-ultimate-plant-based-burger-patties-frozen-pack,Gardein Ultimate Plant-Based Burger Patties Frozen Pack,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Gardein, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
gardein-seven-grain-crispy-tenders-vegan-chicken,Gardein Seven Grain Crispy Tenders Vegan Chicken,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Gardein, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
gardein-meatless-meatballs-frozen-bag,Gardein Meatless Meatballs Frozen Bag,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Gardein, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
earth-balance,Earth Balance,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
earth-balance-original-natural-buttery-spread-tub-15oz,Earth Balance Original Natural Buttery Spread Tub 15oz,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Earth Balance, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
earth-balance-soy-free-buttery-spread,Earth Balance Soy Free Buttery Spread,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Earth Balance, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
earth-balance-vegan-cheddar-flavor-squares,Earth Balance Vegan Cheddar Flavor Squares,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Earth Balance, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
glutino,Glutino,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
glutino-gluten-free-pretzel-twists-141oz-bag,Glutino Gluten Free Pretzel Twists 14.1oz Bag,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Glutino, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
glutino-gluten-free-chocolate-vanilla-creme-cookies,Glutino Gluten Free Chocolate Vanilla Creme Cookies,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Glutino, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
udis-gluten-free,Udi's Gluten Free,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
udis-gluten-free-delicious-multigrain-sandwich-bread-frozen-loaf,Udi's Gluten Free Delicious Multigrain Sandwich Bread Frozen Loaf,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Udi's Gluten Free, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
udis-gluten-free-plain-bagels-4-count,Udi's Gluten Free Plain Bagels 4-Count,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Udi's Gluten Free, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
duncan-hines,Duncan Hines,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
duncan-hines-signature-red-velvet-cake-mix-box,Duncan Hines Signature Red Velvet Cake Mix Box,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Duncan Hines, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
duncan-hines-dolly-partons-southern-style-coconut-cake-mix,Duncan Hines Dolly Parton's Southern Style Coconut Cake Mix,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Duncan Hines, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
duncan-hines-creamy-cream-cheese-frosting-tub,Duncan Hines Creamy Cream Cheese Frosting Tub,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Duncan Hines, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hunts,Hunt's,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hunts-100-natural-diced-tomatoes-145oz-can,Hunt's 100% Natural Diced Tomatoes 14.5oz Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Hunt's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hunts-traditional-pasta-sauce-24oz-can,Hunt's Traditional Pasta Sauce 24oz Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Hunt's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hunts-tomato-paste-6oz-can,Hunt's Tomato Paste 6oz Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Hunt's, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
rotel,Rotel,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
rotel-original-diced-tomatoes-green-chilies-10oz-can,Rotel Original Diced Tomatoes & Green Chilies 10oz Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Rotel, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
rotel-mild-diced-tomatoes-with-green-chilies-can,Rotel Mild Diced Tomatoes with Green Chilies Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Rotel, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
chef-boyardee,Chef Boyardee,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
chef-boyardee-beef-ravioli-in-tomato-sauce-15oz-can,Chef Boyardee Beef Ravioli in Tomato Sauce 15oz Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Chef Boyardee, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
chef-boyardee-beefaroni-pasta-in-tomato-meat-sauce-can,Chef Boyardee Beefaroni Pasta in Tomato Meat Sauce Can,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Chef Boyardee, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
chef-boyardee-spaghetti-meatballs,Chef Boyardee Spaghetti & Meatballs,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Chef Boyardee, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hebrew-national,Hebrew National,brand,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,Industrial canned goods and frozen convenience food manufacturer Conagra Brands.,89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
hebrew-national-all-beef-franks-hot-dogs-12oz-pack,Hebrew National All Beef Franks Hot Dogs 12oz Pack,product,Food & Beverage,Conagra Brands,"Conagra Brands, Inc.",Public Conglomerate,NYSE: CAG,False,"Manufactured by Hebrew National, a division of Conagra Brands. Industrial canned goods and frozen convenience food manufacturer Conagra Brands.",89.0,Independent Local CSAs / Jovial Foods / Local Farm Jarred Vegetables
